upload_id,user_id,metric_key,week_start,value_avg,value_min,value_max,value_sum,sample_count,baseline_avg_30d,trend_delta_7d,trend_delta_30d
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,body_mass_index,2024-04-22,22.422180952380952,22.1,22.8,313.97720000000004,14,22.821616071428572,-0.35281904761905025,-0.5678190476190466
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,walking_step_length,2024-04-22,67.13783842806832,39,88,17127,255,66.90865166676966,0.029752935795912094,0.8878384280683207
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,body_fat_percentage,2024-04-22,17.68095238095238,17.1,18.3,229.7,13,18.528750000000002,-0.6440476190476225,-1.2990476190476201
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,flights_climbed,2024-04-22,1.5697278911564625,1,5,60,38,1.4406007828630014,0.32619047619047614,0.5697278911564625
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,headphone_audio_exposure,2024-04-22,54.324202147772176,5.64655,70.428,35713.31263,657,54.67278714522612,0.6817165786425079,-1.1466134077833914
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,distance_walking_running,2024-04-22,0.2581536067415041,0.00144,1.5698,50.6830843,190,0.18826835108463047,0.03635984161731817,-0.006043107544210169
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,workout,2024-04-22,11.912599206349208,5.066666666666666,29.3,311.06666666666666,24,12.57901455026455,0.0732473544973562,0.4737103174603199
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,walking_double_support_percentage,2024-04-22,27.611042271904342,23.599999999999998,33.2,6901.299999999999,249,27.735825724504444,0.1072562977643372,-0.4889577280956594
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,apple_walking_steadiness,2024-04-22,100,100,100,100,1,99.074675,0.24049999999999727,1.0518
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,walking_speed,2024-04-22,4.515409812409812,2.232,6.3,1145.448,255,4.508458568142282,-0.04628918491434497,0.06040981240981225
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,basal_energy_burned,2024-04-22,36.92490703204186,0.204,73.08,12282.972,337,35.27924052860528,0.3803825585725349,1.454407032041857
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,basal_energy_burned,2024-04-29,38.631539088654144,0.205,73.129,12300.317,334,35.642842286615746,1.7066320566122855,0.5090102729108494
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,body_mass_index,2024-04-29,22.51409285714286,22.3,22.8,270.0973,12,22.679661309523812,0.09191190476190769,-0.2523714285714256
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,distance_walking_running,2024-04-29,0.2000680092604453,0.00144,1.79035,38.9356905,170,0.1867575741985779,-0.05808559748105882,0.14235564939466774
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,walking_double_support_percentage,2024-04-29,27.78639021142197,24.2,32.800000000000004,6253.4000000000015,223,27.61358629248053,0.1753479395176285,0.39239510925989407
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,walking_step_length,2024-04-29,66.94173102439356,44,89,15704,235,67.13061127378673,-0.19610740367475898,-0.9553365970064363
